,listing_id,id,date,reviewer_id,reviewer_name,comments,Rating
464578,10101135,98583509,2016-08-31,61893607,P,It's a wonderful staying in Dona's room The room is very cozy and clean The community is quiet and safe It's near by JFK Dona and Sandy are very nice host Sandy gave us useful help when we stayed there She and her sister are very friendly and welcoming The kitchen is very good Thank you for your kindness and hospitalityWe recommend this place,5
772874,14821118,199288449,2017-10-01,1018971,Germain,We highly recommend Brian's place Very nice guys easy organisation and communication Both Brian and Zach were very happy to help me give tups for the neighbourhood or the way to the airport The place is perfectly located has AC is in the backyard so very calm but so central Enjoy if you get the chance to experience it ),5
157163,84905,7673284,2013-09-29,2871363,Rosana,We stayed for five days with Ange and had a great time  The room we stayed in was big and Chinatown is an exciting place to stay with so much to see on the doorstep  Ange was very helpful and informative about where we could go and what we could see and even went online to look things up for us She really made us feel welcome and we had a number of interesting conversations with her  The place was clean and tidy and in our opinion great value We would highly recommend it to other travellersAlex & Rosana(from the UK),3
788144,14404240,163431124,2017-06-24,22409949,Feng,I think it's a pretty good place for the price The location is pretty good and safe around mins to the city by E/F train Everything is great one minor note is that it's a little bit noisy during the night (noise of fan not sure where comes from) ,3
425553,4349695,86706632,2016-07-17,27579668,Emma,The apartment is conveniently located next to a subway station the room was clean and cosy Derek was a very welcoming host ,4
2022,18715053,184981012,2017-08-20,37033127,Henley,Beautiful tree-lined neighborhood with decent parking good space near the subway,5
52618,9283104,60180878,2016-01-19,45740174,Ruth,The place was clean and tidy at all times Heater was on throughout the day keeping the place nice and warm which is great for the cold winter Sergey and wife are wonderful hosts The place is convenient with shops (good price too) and subway nearby Neighbourhood is safe too,5
505711,11325107,115422308,2016-11-24,93069339,Javier,Muy recomendable Contactar con el anfitrión ha sido sencillo en todo momento El edificio es un poco antiguo pero cuando entras al apartamento está muy bien cuidado es muy acogedor y no le falta de nada La cama es cómoda la cocina bien equipada el cuarto de baño con todo lo necesario y el wifi va muy bien El apartamento estaba muy limpio Está cerca del metro para poder moverte por Manhattan con total libertad El barrio es más seguro de lo que esperábamos Tiene cerca metro supermecados y hospital Definitivamente lo recomiendo y volvería a contactar con Trevor si tengo la oportunidad de volver a NYC,1
204363,42729,159708880,2017-06-11,59453095,Kelley,Annette's place has everything I needed for a great weekend in Brooklyn She was quick to communicate and answer questions I had The check-in process was seamless The apartment is close to a highway as one can see on a map so I had trouble sleeping the first night However the host (or another traveler) had left a jar of foam ear plugs for others to use so I was able to sleep after finding those The apartment itself is very comfortable and convenient to transportation The neighborhood is beautiful with lots of places to eat and walk around I never felt unsafe (as one can in a city) walking around at night I would definitely stay here again,4
126643,2416016,83114610,2016-07-01,3729133,Shay,Ross is a great host and more than I could have asked for Took us into his clean spacious and light filled apartment and was an expert on the best spots in the neighborhood Will definitely stay again ,4
599376,20122292,186456872,2017-08-24,55009805,Megan,Great place to stay Easy access to the metro system the neighborhood had plenty to do as well Free parking on the street was a plus We kept the car there the entire stay and just used the metro system for the rest of our trip I would stay here again,3
176432,1888006,30462872,2015-04-22,6894447,Andrew,Great room in a great apartment  Erica was fast to answer any questions and is a super-friendly and nice  Loved the neighborhood too  Cool bars and restaurants and the train is literally down the street  Would happily stay again,3
506610,3469171,161335693,2017-06-17,126182313,Kuo,Tom has a cozy place It's located in a quiet area Great for  people maybe even  Pro it is close to the market and some local foods parking is available laundry is in the building well equipped kitchen Con it was far from the subway stationDuring our stay we had a bad run in with bugs - there were a lot of flies ,3
591407,9078187,90415503,2016-08-01,7533208,Charmain,This is a great value if visiting NYC The neighbourhood is really nice full of character Close to everything,5
36354,15614302,124783304,2017-01-02,109077303,Tracey,The room comes with a bunk bed and a futon couch a heater/AC free wifi desk closet space and a small private bathroom The kitchen is a shared space with David and his wife Lisa however the fridge is yours to use freely The room and bathroom have just the (URL HIDDEN) TV As first-timers to NY we weren't in the room or area often because we were out exploring so the basics were just fine for us But David is still adding amenities to the space so if there is anything you need that they don't already provide just ask themDavid & Lisa were great hosts I would definitely come back and stay with them again ,5
